"","age","rate","value"
"1","50_to_54",451.4,8302
"2","90+",3443.3,5724
"3","70_to_74",511.7,6807
"4","20_to_24",223.2,3543
"5","60_to_64",472.8,7221
"6","30_to_34",335.5,6485
"7","85_to_89",2243.7,7872
"8","5_to_9",42.2,763
"9","40_to_44",339.2,6273
"10","75_to_79",852,7674
"11","25_to_29",324.6,5820
"12","0_to_4",41.2,698
"13","15_to_19",86,1479
"14","10_to_14",49.4,896
"15","35_to_39",319.7,6077
"16","65_to_69",446,6033
"17","80_to_84",1401,8903
"18","45_to_49",436.4,7420
"19","55_to_59",430.8,8301
