age,value,rate
0_to_4,361,426.2
5_to_9,323,305.1
10_to_14,519,550.9
15_to_19,1929,2080.6
20_to_24,2343,2623.7
25_to_29,1810,1702
30_to_34,1684,1580.6
35_to_39,1505,1563.4
40_to_44,1432,1566.5
45_to_49,1572,1879
50_to_54,1657,1708.6
55_to_59,1745,1626.4
60_to_64,1159,1234.3
65_to_69,803,906.7
70_to_74,793,915.3
75_to_79,835,1403.3
80_to_84,735,1851.3
85_to_89,591,2762.2
90+,402,4148.2
