"","age","rate","value"
"1","40_to_44",370.3,6848
"2","35_to_39",354.7,6741
"3","45_to_49",463.7,7883
"4","75_to_79",865.7,7797
"5","55_to_59",451.2,8694
"6","65_to_69",463.9,6276
"7","80_to_84",1423.4,9045
"8","15_to_19",109.5,1883
"9","20_to_24",265.8,4220
"10","25_to_29",362.2,6494
"11","0_to_4",53.4,905
"12","60_to_64",491.9,7512
"13","30_to_34",371.4,7179
"14","85_to_89",2273.3,7976
"15","70_to_74",524.5,6976
"16","5_to_9",53.7,972
"17","10_to_14",61,1106
"18","50_to_54",474.9,8735
"19","90+",3485.4,5794
