"","age","rate","value"
"1","30_to_34",706.3,13195
"2","0_to_4",79.1,1271
"3","25_to_29",853.2,14463
"4","70_to_74",377.1,5465
"5","50_to_54",748.4,14044
"6","55_to_59",628.9,12455
"7","90+",3513.6,12334
"8","65_to_69",356.8,5152
"9","35_to_39",600.2,11449
"10","60_to_64",547.6,8678
"11","20_to_24",742,11149
"12","5_to_9",73.8,1374
"13","45_to_49",756.8,12972
"14","80_to_84",1153.3,9278
"15","15_to_19",279.7,4572
"16","40_to_44",613.9,11570
"17","75_to_79",652.3,6784
"18","85_to_89",2058.7,10889
"19","10_to_14",92.2,1591
