age,value,rate
0_to_4,478,564.4
5_to_9,448,423.2
10_to_14,729,773.8
15_to_19,2294,2474.3
20_to_24,2970,3325.9
25_to_29,2347,2207
30_to_34,2164,2031.1
35_to_39,1943,2018.3
40_to_44,1853,2027
45_to_49,2088,2495.8
50_to_54,2172,2239.6
55_to_59,2228,2076.6
60_to_64,1504,1601.7
65_to_69,1031,1164.1
70_to_74,993,1146.2
75_to_79,1013,1702.5
80_to_84,895,2254.4
85_to_89,707,3304.4
90+,518,5345.2
