"","age","rate","value"
"1","65_to_69",455.3,6574
"2","15_to_19",905.7,14807
"3","20_to_24",1352.9,20328
"4","25_to_29",1220,20681
"5","85_to_89",2183.7,11550
"6","10_to_14",217.8,3759
"7","90+",3722.4,13067
"8","30_to_34",998,18646
"9","40_to_44",849.9,16016
"10","50_to_54",1000.1,18768
"11","45_to_49",1019.5,17475
"12","80_to_84",1244.2,10009
"13","0_to_4",157.2,2526
"14","35_to_39",861.3,16428
"15","60_to_64",702.9,11138
"16","55_to_59",820,16241
"17","75_to_79",728.1,7572
"18","70_to_74",448.5,6499
"19","5_to_9",138.6,2579
