"","age","rate","value"
"1","80_to_84",1402,8909
"2","20_to_24",224.1,3558
"3","85_to_89",2246.3,7881
"4","25_to_29",325.9,5843
"5","35_to_39",321.1,6103
"6","5_to_9",42.4,767
"7","55_to_59",431.7,8318
"8","75_to_79",852.9,7682
"9","50_to_54",452.3,8320
"10","65_to_69",446.7,6043
"11","45_to_49",437.1,7432
"12","0_to_4",41.5,702
"13","70_to_74",512,6811
"14","40_to_44",339.9,6285
"15","30_to_34",336.2,6499
"16","10_to_14",49.9,905
"17","60_to_64",473.5,7232
"18","15_to_19",86.8,1493
"19","90+",3443.9,5725
