age,rate,value
0_to_4,1869.1,1511
5_to_9,1439.8,1607
10_to_14,2696,2415
15_to_19,6796.4,5988
20_to_24,10375.4,8620
25_to_29,8609.3,8270
30_to_34,7612.3,7743
35_to_39,7375.3,7131
40_to_44,7152.6,6688
45_to_49,8487.2,7290
50_to_54,7699.9,7861
55_to_59,6183.5,6999
60_to_64,4918.5,4867
65_to_69,2891.7,2706
70_to_74,2608.7,2417
75_to_79,3159.8,2126
80_to_84,4360.1,2183
85_to_89,6403.5,2080
90+,10300.1,2145
