"","age","rate","value"
"1","15_to_19",239,3907
"2","60_to_64",529,8382
"3","20_to_24",670.3,10072
"4","35_to_39",568.7,10847
"5","45_to_49",727.4,12469
"6","30_to_34",670.2,12522
"7","40_to_44",586.1,11046
"8","75_to_79",643.1,6688
"9","85_to_89",2038.7,10783
"10","55_to_59",606.3,12007
"11","10_to_14",82.3,1421
"12","5_to_9",65.4,1218
"13","0_to_4",71.3,1146
"14","65_to_69",345,4982
"15","25_to_29",798.7,13539
"16","80_to_84",1140.4,9174
"17","90+",3470.6,12183
"18","50_to_54",718.4,13481
"19","70_to_74",370.1,5363
