"","age","rate","value"
"1","80_to_84",1414.1,8986
"2","40_to_44",355.4,6571
"3","15_to_19",97.8,1682
"4","65_to_69",454.7,6151
"5","70_to_74",518.9,6902
"6","50_to_54",463.9,8533
"7","35_to_39",337.9,6422
"8","5_to_9",48.4,876
"9","25_to_29",345.5,6194
"10","10_to_14",55.4,1005
"11","55_to_59",442,8517
"12","45_to_49",451.1,7669
"13","60_to_64",483.2,7379
"14","20_to_24",243.6,3867
"15","90+",3467.4,5764
"16","0_to_4",48,813
"17","85_to_89",2259.7,7928
"18","75_to_79",860.4,7750
"19","30_to_34",353,6823
