age,rate,value
0_to_4,1243.2,1005
5_to_9,1016.9,1135
10_to_14,1906.8,1708
15_to_19,5286.8,4658
20_to_24,7453,6192
25_to_29,6014,5777
30_to_34,5249.9,5340
35_to_39,5158.9,4988
40_to_44,5098.1,4767
45_to_49,6061,5206
50_to_54,5476.4,5591
55_to_59,4352.1,4926
60_to_64,3385.4,3350
65_to_69,1924.6,1801
70_to_74,1755,1626
75_to_79,2220.5,1494
80_to_84,3167.7,1586
85_to_89,4842.7,1573
90+,7904,1646
