"","age","rate","value"
"1","15_to_19",100.3,1724
"2","75_to_79",862.1,7765
"3","0_to_4",49,830
"4","90+",3471.6,5771
"5","20_to_24",248.6,3947
"6","85_to_89",2262.5,7938
"7","65_to_69",456.8,6179
"8","60_to_64",485.3,7411
"9","80_to_84",1416.6,9002
"10","40_to_44",358.2,6624
"11","50_to_54",466.2,8575
"12","30_to_34",356.2,6885
"13","45_to_49",453.4,7708
"14","70_to_74",520.5,6923
"15","25_to_29",348.9,6255
"16","35_to_39",340.7,6476
"17","10_to_14",56.8,1029
"18","5_to_9",49.7,899
"19","55_to_59",443.6,8547
