"","age","rate","value"
"1","5_to_9",27.6,500
"2","35_to_39",260.6,4952
"3","75_to_79",793.3,7145
"4","90+",3207.5,5332
"5","15_to_19",57,980
"6","55_to_59",384.4,7408
"7","65_to_69",404.3,5469
"8","45_to_49",380,6460
"9","30_to_34",269.8,5216
"10","85_to_89",2084.9,7315
"11","60_to_64",429.1,6554
"12","10_to_14",30,543
"13","25_to_29",262.5,4705
"14","50_to_54",402.5,7403
"15","0_to_4",26.8,454
"16","70_to_74",474.5,6311
"17","20_to_24",166.5,2644
"18","40_to_44",286.9,5306
"19","80_to_84",1295.4,8232
