"","age","rate","value"
"1","5_to_9",8.8,160
"2","45_to_49",249.4,4240
"3","0_to_4",20.1,340
"4","25_to_29",142.6,2557
"5","65_to_69",298.5,4038
"6","40_to_44",182.4,3372
"7","85_to_89",1467.9,5150
"8","50_to_54",271.2,4988
"9","70_to_74",357.6,4757
"10","80_to_84",952.7,6054
"11","55_to_59",265.2,5110
"12","15_to_19",21.3,367
"13","75_to_79",602.5,5427
"14","10_to_14",9.9,179
"15","20_to_24",73.6,1168
"16","35_to_39",155.3,2952
"17","90+",2134.9,3549
"18","60_to_64",305,4658
"19","30_to_34",151.6,2931
