"","age","rate","value"
"1","5_to_9",19.5,362
"2","65_to_69",261.6,3777
"3","80_to_84",949.2,7636
"4","35_to_39",388.3,7406
"5","85_to_89",1695.1,8966
"6","30_to_34",448,8370
"7","55_to_59",471.2,9332
"8","50_to_54",549.6,10313
"9","0_to_4",21.3,342
"10","60_to_64",405.3,6423
"11","45_to_49",540.2,9259
"12","25_to_29",520.8,8829
"13","20_to_24",369,5545
"14","15_to_19",91.3,1493
"15","75_to_79",535.4,5568
"16","70_to_74",296.5,4297
"17","10_to_14",26.3,454
"18","90+",2854.7,10021
"19","40_to_44",415.4,7829
