"","age","rate","value"
"1","5_to_9",30.4,565
"2","15_to_19",119.5,1954
"3","35_to_39",443.7,8463
"4","85_to_89",1895.7,10027
"5","65_to_69",291.5,4209
"6","90+",3227.8,11331
"7","40_to_44",469.7,8852
"8","80_to_84",1059.3,8522
"9","45_to_49",605,10371
"10","25_to_29",599.1,10155
"11","55_to_59",523.3,10365
"12","20_to_24",442.3,6646
"13","10_to_14",38.8,670
"14","60_to_64",450.3,7135
"15","70_to_74",328.7,4764
"16","30_to_34",515.7,9634
"17","0_to_4",28.3,454
"18","50_to_54",610.9,11464
"19","75_to_79",589.9,6135
