age,value,rate
0_to_4,157,185.4
5_to_9,126,119
10_to_14,226,239.9
15_to_19,648,698.9
20_to_24,1003,1123.2
25_to_29,969,911.2
30_to_34,886,831.6
35_to_39,848,880.9
40_to_44,771,843.4
45_to_49,895,1069.8
50_to_54,948,977.5
55_to_59,1003,934.8
60_to_64,696,741.2
65_to_69,484,546.5
70_to_74,538,621
75_to_79,589,989.9
80_to_84,561,1413.1
85_to_89,454,2121.9
90+,332,3425.9
