age,rate,value
0_to_4,2356.6,1996
5_to_9,1993.1,2110
10_to_14,3148.4,2966
15_to_19,6019.7,5581
20_to_24,9530.8,8511
25_to_29,7614,8097
30_to_34,7188.6,7659
35_to_39,7010.7,6749
40_to_44,6819.4,6234
45_to_49,8041.9,6728
50_to_54,7549,7321
55_to_59,6581.1,7061
60_to_64,5581.5,5241
65_to_69,3916.9,3469
70_to_74,3577,3099
75_to_79,4403.2,2620
80_to_84,5916.7,2349
85_to_89,7903.3,1691
90+,12155.6,1178
