"","age","rate","value"
"1","25_to_29",1101.2,19742
"2","65_to_69",729.7,9871
"3","90+",3877.1,6445
"4","75_to_79",1078,9710
"5","50_to_54",960.5,17667
"6","80_to_84",1662.7,10566
"7","20_to_24",1550.8,24623
"8","40_to_44",826.3,15279
"9","85_to_89",2562.1,8989
"10","0_to_4",226.6,3836
"11","15_to_19",1259.6,21658
"12","10_to_14",317.4,5753
"13","5_to_9",203.1,3676
"14","70_to_74",730,9710
"15","35_to_39",881.3,16749
"16","60_to_64",858.9,13117
"17","55_to_59",855.7,16488
"18","45_to_49",966.2,16427
"19","30_to_34",974.7,18842
