"","age","rate","value"
"1","75_to_79",809.7,7293
"2","10_to_14",32.9,597
"3","0_to_4",29,491
"4","55_to_59",394.3,7597
"5","20_to_24",176.4,2800
"6","70_to_74",483.4,6430
"7","30_to_34",280.4,5421
"8","90+",3282.1,5456
"9","35_to_39",270.4,5140
"10","5_to_9",29.8,540
"11","50_to_54",412,7578
"12","40_to_44",295.3,5461
"13","15_to_19",62.2,1069
"14","60_to_64",437.2,6677
"15","85_to_89",2130.8,7476
"16","65_to_69",412.5,5580
"17","45_to_49",391.1,6649
"18","80_to_84",1326.4,8429
"19","25_to_29",273.7,4907
