age,value,rate
0_to_4,720,850.1
5_to_9,787,743.4
10_to_14,1220,1295
15_to_19,2891,3118.2
20_to_24,3892,4358.3
25_to_29,3224,3031.7
30_to_34,3021,2835.5
35_to_39,2692,2796.4
40_to_44,2574,2815.7
45_to_49,2864,3423.3
50_to_54,2960,3052.2
55_to_59,2943,2743
60_to_64,2032,2164
65_to_69,1387,1566.1
70_to_74,1297,1497.1
75_to_79,1295,2176.4
80_to_84,1163,2929.4
85_to_89,883,4126.9
90+,631,6511.2
