"","age","rate","value"
"1","85_to_89",6381.1,22388
"2","50_to_54",5496,101087
"3","45_to_49",5780,98272
"4","65_to_69",3227.8,43666
"5","20_to_24",7225.2,114715
"6","5_to_9",1819.9,32933
"7","80_to_84",4339.6,27576
"8","40_to_44",5258.9,97242
"9","25_to_29",6535.7,117167
"10","15_to_19",5162.4,88766
"11","10_to_14",3008,54519
"12","60_to_64",4417.8,67470
"13","35_to_39",5502.8,104584
"14","30_to_34",5888,113822
"15","55_to_59",4693.2,90435
"16","75_to_79",3314.8,29857
"17","90+",9349.5,15542
"18","0_to_4",1629.3,27588
"19","70_to_74",2774,36898
