"","age","rate","value"
"1","55_to_59",585.9,11289
"2","30_to_34",612.4,11838
"3","60_to_64",609.7,9312
"4","5_to_9",130.1,2354
"5","10_to_14",164.7,2985
"6","90+",3652.1,6071
"7","70_to_74",591.8,7872
"8","80_to_84",1506.8,9575
"9","20_to_24",653.2,10371
"10","40_to_44",550,10170
"11","0_to_4",122.8,2079
"12","75_to_79",939.5,8462
"13","65_to_69",550,7441
"14","35_to_39",563.6,10711
"15","50_to_54",639,11753
"16","85_to_89",2382.8,8360
"17","25_to_29",658,11797
"18","45_to_49",647.7,11012
"19","15_to_19",349.2,6004
