"","age","rate","value"
"1","5_to_9",2280.3,42438
"2","40_to_44",8241,155305
"3","30_to_34",9878.6,184561
"4","50_to_54",8468.7,158916
"5","15_to_19",7984,130521
"6","60_to_64",5961.1,94460
"7","35_to_39",8889.2,169552
"8","55_to_59",6957.7,137799
"9","80_to_84",5097.5,41007
"10","25_to_29",11150,189008
"11","75_to_79",3735.1,38844
"12","45_to_49",8969.1,153739
"13","70_to_74",3095.6,44860
"14","85_to_89",7979.9,42208
"15","0_to_4",2423.9,38938
"16","10_to_14",3978.9,68666
"17","90+",13450.1,47215
"18","20_to_24",12185.4,183088
"19","65_to_69",3759.4,54283
