"","age","rate","value"
"1","90+",4467.8,7427
"2","0_to_4",409.8,6938
"3","40_to_44",1420.6,26268
"4","70_to_74",1054.2,14023
"5","50_to_54",1640.8,30179
"6","65_to_69",1116,15097
"7","45_to_49",1638.2,27852
"8","35_to_39",1520.7,28902
"9","30_to_34",1675,32379
"10","5_to_9",372.3,6737
"11","85_to_89",3058,10729
"12","60_to_64",1406.1,21475
"13","55_to_59",1442.6,27797
"14","80_to_84",2046.1,13002
"15","75_to_79",1423.3,12820
"16","20_to_24",2639.2,41903
"17","10_to_14",639.6,11593
"18","15_to_19",2020.1,34734
"19","25_to_29",1909.4,34230
