"","age","rate","value"
"1","10_to_14",302.1,5475
"2","90+",3847.6,6396
"3","25_to_29",1056.7,18944
"4","60_to_64",830.4,12682
"5","75_to_79",1060.4,9551
"6","85_to_89",2544.1,8926
"7","70_to_74",715.1,9512
"8","40_to_44",792.1,14647
"9","20_to_24",1468,23308
"10","45_to_49",930.4,15818
"11","0_to_4",215.1,3642
"12","15_to_19",1178.7,20267
"13","55_to_59",827,15936
"14","50_to_54",924.3,17001
"15","30_to_34",935.5,18084
"16","35_to_39",848.3,16123
"17","5_to_9",194.4,3517
"18","80_to_84",1644.6,10451
"19","65_to_69",706.2,9554
