"","age","rate","value"
"1","70_to_74",356.7,5169
"2","0_to_4",51.4,826
"3","85_to_89",1996.5,10560
"4","80_to_84",1117.6,8991
"5","15_to_19",173.9,2843
"6","60_to_64",497.3,7880
"7","50_to_54",675.5,12675
"8","55_to_59",574.9,11386
"9","90+",3398.8,11931
"10","25_to_29",700.4,11873
"11","5_to_9",50.7,943
"12","20_to_24",551.4,8285
"13","30_to_34",599.6,11202
"14","35_to_39",515.9,9840
"15","40_to_44",539.3,10164
"16","65_to_69",325.8,4705
"17","75_to_79",626.7,6518
"18","45_to_49",679.7,11650
"19","10_to_14",63.5,1095
