"","age","rate","value"
"1","20_to_24",483.9,7270
"2","30_to_34",550.5,10285
"3","35_to_39",474.6,9053
"4","50_to_54",640,12009
"5","55_to_59",547.9,10851
"6","80_to_84",1090.1,8769
"7","10_to_14",48.7,841
"8","15_to_19",138.6,2266
"9","65_to_69",307.8,4445
"10","90+",3323.3,11666
"11","45_to_49",638.1,10938
"12","70_to_74",341.6,4950
"13","85_to_89",1950.9,10319
"14","25_to_29",642.2,10887
"15","40_to_44",500,9423
"16","60_to_64",472.2,7482
"17","0_to_4",37.2,598
"18","5_to_9",38,707
"19","75_to_79",611.1,6355
