"","age","rate","value"
"1","70_to_74",432.7,6270
"2","65_to_69",432.4,6243
"3","55_to_59",777.4,15396
"4","20_to_24",1187.5,17843
"5","60_to_64",669.1,10602
"6","35_to_39",813.8,15523
"7","80_to_84",1224.8,9853
"8","30_to_34",937.9,17523
"9","45_to_49",966.6,16569
"10","50_to_54",945,17734
"11","85_to_89",2155.9,11403
"12","15_to_19",653.8,10689
"13","90+",3672.2,12891
"14","75_to_79",711.7,7402
"15","25_to_29",1143.4,19382
"16","5_to_9",130,2420
"17","10_to_14",196.2,3386
"18","0_to_4",140.3,2254
"19","40_to_44",804.8,15167
