"","age","rate","value"
"1","85_to_89",8208.9,28801
"2","60_to_64",6075,92779
"3","65_to_69",4330.2,58579
"4","50_to_54",7539.4,138672
"5","30_to_34",8284.6,160152
"6","10_to_14",4053.8,73474
"7","5_to_9",2643.3,47833
"8","45_to_49",7923.7,134718
"9","75_to_79",4296.7,38701
"10","55_to_59",6457.9,124440
"11","0_to_4",2495.4,42252
"12","15_to_19",6525.3,112199
"13","70_to_74",3618.4,48130
"14","35_to_39",7803.8,148316
"15","80_to_84",5521.4,35086
"16","40_to_44",7355.3,136008
"17","20_to_24",9520.7,151161
"18","90+",12245.4,20356
"19","25_to_29",8916.6,159850
