age,rate,value
0_to_4,2511.2,2127
5_to_9,2093.2,2216
10_to_14,3263,3074
15_to_19,6169.6,5720
20_to_24,9781.6,8735
25_to_29,7866.1,8365
30_to_34,7443.9,7931
35_to_39,7245.5,6975
40_to_44,7013.1,6411
45_to_49,8261.8,6912
50_to_54,7774.8,7540
55_to_59,6757.3,7250
60_to_64,5733.8,5384
65_to_69,4033.2,3572
70_to_74,3674,3183
75_to_79,4547.7,2706
80_to_84,6075.4,2412
85_to_89,8132.4,1740
90+,12578.7,1219
