age,value,rate
0_to_4,471,556.1
5_to_9,438,413.7
10_to_14,717,761.1
15_to_19,2275,2453.8
20_to_24,2934,3285.6
25_to_29,2305,2167.5
30_to_34,2128,1997.3
35_to_39,1910,1984.1
40_to_44,1830,2001.9
45_to_49,2058,2459.9
50_to_54,2137,2203.5
55_to_59,2195,2045.8
60_to_64,1475,1570.8
65_to_69,1014,1144.9
70_to_74,983,1134.6
75_to_79,1000,1680.6
80_to_84,889,2239.2
85_to_89,697,3257.6
90+,509,5252.3
