"","age","rate","value"
"1","90+",12351.6,43359
"2","80_to_84",4721.9,37986
"3","55_to_59",6314.8,125066
"4","65_to_69",3420.8,49395
"5","70_to_74",2838.9,41140
"6","50_to_54",7711.8,144713
"7","85_to_89",7344.1,38845
"8","5_to_9",2015.4,37507
"9","75_to_79",3438.6,35761
"10","0_to_4",2106.9,33846
"11","10_to_14",3637.6,62775
"12","45_to_49",8186,140317
"13","40_to_44",7485.1,141059
"14","15_to_19",7413.1,121188
"15","30_to_34",8887.2,166039
"16","60_to_64",5389.5,85402
"17","20_to_24",11177.1,167937
"18","25_to_29",10128.8,171698
"19","35_to_39",7992.2,152444
