"","age","rate","value"
"1","70_to_74",793.6,11500
"2","15_to_19",2675.3,43736
"3","50_to_54",1980.5,37165
"4","65_to_69",891.4,12871
"5","5_to_9",340.2,6331
"6","0_to_4",416.6,6692
"7","40_to_44",1749.3,32967
"8","45_to_49",2050.5,35147
"9","10_to_14",641.3,11068
"10","30_to_34",2090.8,39062
"11","55_to_59",1637,32422
"12","75_to_79",1098.1,11420
"13","85_to_89",2756.7,14581
"14","90+",4567.6,16034
"15","20_to_24",3329.4,50024
"16","35_to_39",1818.8,34692
"17","25_to_29",2509.1,42532
"18","60_to_64",1379.1,21853
"19","80_to_84",1674.5,13471
