"","age","rate","value"
"1","70_to_74",3515.6,46763
"2","20_to_24",9102.8,144526
"3","35_to_39",7362.7,139932
"4","5_to_9",2396.3,43364
"5","15_to_19",6149.9,105744
"6","75_to_79",4187.1,37714
"7","85_to_89",7997.1,28058
"8","50_to_54",7194,132319
"9","80_to_84",5382,34200
"10","10_to_14",3663.3,66396
"11","55_to_59",6184.7,119175
"12","45_to_49",7544.1,128264
"13","60_to_64",5836.8,89142
"14","65_to_69",4183.9,56600
"15","0_to_4",2316.1,39216
"16","25_to_29",8483.3,152082
"17","30_to_34",7840.7,151570
"18","40_to_44",6952,128550
"19","90+",11928.4,19829
