"","age","rate","value"
"1","5_to_9",8.4,152
"2","25_to_29",137.3,2462
"3","15_to_19",20.5,352
"4","85_to_89",1437.1,5042
"5","40_to_44",176.8,3270
"6","45_to_49",242.7,4127
"7","70_to_74",352.1,4683
"8","30_to_34",146.2,2827
"9","0_to_4",19.5,330
"10","75_to_79",594.3,5353
"11","35_to_39",150.3,2856
"12","90+",2074.2,3448
"13","50_to_54",264,4855
"14","80_to_84",933.8,5934
"15","65_to_69",294.2,3980
"16","60_to_64",297.4,4542
"17","20_to_24",69.3,1100
"18","55_to_59",259,4991
"19","10_to_14",9.6,174
