"","age","rate","value"
"1","35_to_39",7765.5,147587
"2","80_to_84",5513,35033
"3","0_to_4",2482.1,42027
"4","75_to_79",4291.1,38650
"5","20_to_24",9485.7,150606
"6","15_to_19",6482.6,111465
"7","30_to_34",8251,159502
"8","85_to_89",8196.1,28756
"9","70_to_74",3611.6,48040
"10","65_to_69",4322.1,58469
"11","55_to_59",6438.1,124057
"12","60_to_64",6060.9,92564
"13","45_to_49",7889.9,134143
"14","40_to_44",7319.9,135354
"15","10_to_14",3991.1,72337
"16","25_to_29",8885.5,159293
"17","90+",12232.2,20334
"18","50_to_54",7512.7,138181
"19","5_to_9",2619,47393
