"","age","rate","value"
"1","90+",6449.3,10721
"2","25_to_29",3364.3,60312
"3","40_to_44",2706.5,50046
"4","85_to_89",4431.2,15547
"5","10_to_14",1688.6,30606
"6","30_to_34",3027.2,58520
"7","50_to_54",2989.1,54979
"8","5_to_9",940.4,17018
"9","60_to_64",2467.9,37690
"10","75_to_79",2180.5,19640
"11","80_to_84",3005.1,19096
"12","15_to_19",3290.5,56578
"13","35_to_39",2808.2,53372
"14","55_to_59",2575.1,49621
"15","20_to_24",4174.9,66286
"16","0_to_4",841.2,14243
"17","65_to_69",1880.4,25438
"18","70_to_74",1702.3,22643
"19","45_to_49",3063.3,52082
