age,rate,value
0_to_4,1059,897
5_to_9,957.8,1014
10_to_14,1709,1610
15_to_19,3617.6,3354
20_to_24,5062.7,4521
25_to_29,3623.2,3853
30_to_34,3396.8,3619
35_to_39,3364.6,3239
40_to_44,3350.7,3063
45_to_49,4062.8,3399
50_to_54,3655.4,3545
55_to_59,3224.8,3460
60_to_64,2640,2479
65_to_69,1898.1,1681
70_to_74,1807.6,1566
75_to_79,2519.2,1499
80_to_84,3347.5,1329
85_to_89,4603.7,985
90+,7130.3,691
