"","age","rate","value"
"1","10_to_14",40.4,733
"2","80_to_84",1370.4,8708
"3","70_to_74",498.4,6629
"4","40_to_44",317,5862
"5","85_to_89",2198.9,7715
"6","65_to_69",429.8,5815
"7","45_to_49",414,7039
"8","75_to_79",834.5,7516
"9","55_to_59",413.5,7967
"10","30_to_34",306.3,5922
"11","35_to_39",293.9,5586
"12","50_to_54",432.4,7954
"13","5_to_9",35.3,639
"14","15_to_19",72.6,1249
"15","20_to_24",198.4,3150
"16","0_to_4",34.1,577
"17","60_to_64",456.8,6977
"18","25_to_29",298.9,5358
"19","90+",3374.8,5610
