"","age","rate","value"
"1","65_to_69",300.6,4340
"2","5_to_9",34.4,641
"3","75_to_79",602.9,6270
"4","50_to_54",627.7,11778
"5","40_to_44",486.3,9164
"6","60_to_64",462.4,7327
"7","85_to_89",1931.8,10218
"8","35_to_39",461,8793
"9","0_to_4",32.6,523
"10","10_to_14",43.6,753
"11","25_to_29",622.5,10552
"12","15_to_19",130.4,2131
"13","90+",3291.4,11554
"14","80_to_84",1078.6,8677
"15","45_to_49",622.8,10676
"16","20_to_24",466,7002
"17","30_to_34",534.9,9994
"18","55_to_59",537.3,10641
"19","70_to_74",337,4884
