"","age","rate","value"
"1","35_to_39",9020.2,172051
"2","80_to_84",5124.6,41225
"3","40_to_44",8352.5,157406
"4","25_to_29",11282.7,191258
"5","75_to_79",3757.3,39075
"6","55_to_59",7022.8,139088
"7","85_to_89",8018.5,42412
"8","60_to_64",6012.6,95276
"9","30_to_34",10015.1,187111
"10","70_to_74",3116.7,45166
"11","65_to_69",3786,54668
"12","45_to_49",9074,155537
"13","90+",13498.8,47386
"14","5_to_9",2365.8,44029
"15","20_to_24",12315.2,185037
"16","0_to_4",2473.1,39728
"17","10_to_14",4116.6,71042
"18","50_to_54",8553.1,160500
"19","15_to_19",8114.4,132654
