"","age","rate","value"
"1","55_to_59",2591.3,51321
"2","70_to_74",1238.8,17953
"3","0_to_4",731.3,11748
"4","60_to_64",2196.1,34800
"5","65_to_69",1424,20562
"6","90+",6072.5,21317
"7","45_to_49",3318.2,56877
"8","25_to_29",3968.7,67275
"9","85_to_89",3686.1,19497
"10","10_to_14",1360.5,23478
"11","5_to_9",677,12599
"12","30_to_34",3392.8,63387
"13","20_to_24",4935.5,74156
"14","50_to_54",3152.1,59149
"15","35_to_39",3032.4,57840
"16","75_to_79",1606.1,16703
"17","15_to_19",3815.3,62372
"18","80_to_84",2310.6,18588
"19","40_to_44",2888.8,54441
