age,value,rate
0_to_4,444,549.2
5_to_9,426,381.7
10_to_14,686,765.8
15_to_19,2989,3392.5
20_to_24,3701,4454.7
25_to_29,3215,3346.9
30_to_34,2919,2869.7
35_to_39,2767,2861.8
40_to_44,2687,2873.6
45_to_49,3007,3500.8
50_to_54,3355,3286.3
55_to_59,2955,2610.7
60_to_64,1849,1868.6
65_to_69,993,1061.1
70_to_74,897,968.2
75_to_79,914,1358.4
80_to_84,1017,2031.2
85_to_89,1070,3294.1
90+,1157,5555.8
