age,rate,value
0_to_4,2205.5,1868
5_to_9,1906.2,2018
10_to_14,3021,2846
15_to_19,5855.7,5429
20_to_24,9219.5,8233
25_to_29,7324.4,7789
30_to_34,6872.3,7322
35_to_39,6709.5,6459
40_to_44,6547.1,5985
45_to_49,7737.1,6473
50_to_54,7272.6,7053
55_to_59,6340.6,6803
60_to_64,5365.3,5038
65_to_69,3761.1,3331
70_to_74,3444.3,2984
75_to_79,4226.7,2515
80_to_84,5629.6,2235
85_to_89,7459.3,1596
90+,11464.2,1111
