"","age","rate","value"
"1","25_to_29",169,3030
"2","90+",2408.1,4003
"3","30_to_34",179,3461
"4","40_to_44",207.7,3840
"5","60_to_64",337.1,5149
"6","70_to_74",384.8,5118
"7","75_to_79",650.6,5860
"8","20_to_24",94,1492
"9","85_to_89",1623.8,5697
"10","5_to_9",10.2,184
"11","10_to_14",11.3,205
"12","15_to_19",27.4,471
"13","80_to_84",1041.6,6619
"14","45_to_49",282.6,4804
"15","50_to_54",305.3,5615
"16","0_to_4",21.4,363
"17","55_to_59",296.7,5718
"18","35_to_39",180.2,3425
"19","65_to_69",325.3,4400
