"","age","rate","value"
"1","70_to_74",3013.2,43666
"2","5_to_9",2172.4,40430
"3","60_to_64",5753.5,91169
"4","90+",13126.7,46080
"5","40_to_44",7951.8,149854
"6","0_to_4",2302.4,36987
"7","55_to_59",6721.2,133115
"8","15_to_19",7733.8,126432
"9","75_to_79",3644.3,37900
"10","50_to_54",8185,153593
"11","25_to_29",10759.2,182384
"12","35_to_39",8541.3,162917
"13","65_to_69",3644.5,52625
"14","10_to_14",3824.3,65998
"15","30_to_34",9488.5,177272
"16","80_to_84",4981.4,40073
"17","20_to_24",11796.7,177247
"18","45_to_49",8677.7,148744
"19","85_to_89",7780.1,41151
