"","age","rate","value"
"1","75_to_79",898.4,8092
"2","80_to_84",1466.7,9320
"3","0_to_4",87.8,1487
"4","55_to_59",509.6,9819
"5","30_to_34",490.7,9485
"6","50_to_54",545.8,10039
"7","40_to_44",455.8,8429
"8","15_to_19",227.8,3917
"9","60_to_64",546.8,8351
"10","20_to_24",460.7,7314
"11","10_to_14",97,1759
"12","85_to_89",2322.6,8149
"13","35_to_39",457.8,8701
"14","45_to_49",547.9,9315
"15","5_to_9",86.7,1569
"16","25_to_29",512.6,9190
"17","90+",3569.7,5934
"18","65_to_69",503,6805
"19","70_to_74",555.6,7390
