"","age","rate","value"
"1","55_to_59",437.5,8430
"2","75_to_79",857.7,7725
"3","50_to_54",458.9,8440
"4","5_to_9",45.9,831
"5","70_to_74",516,6864
"6","10_to_14",52.7,956
"7","15_to_19",92.8,1596
"8","90+",3456.6,5746
"9","65_to_69",451.7,6110
"10","20_to_24",235.4,3738
"11","35_to_39",330.3,6278
"12","60_to_64",479,7316
"13","80_to_84",1409.4,8956
"14","85_to_89",2255.4,7913
"15","45_to_49",444.8,7562
"16","25_to_29",337,6041
"17","40_to_44",348.6,6446
"18","30_to_34",346.4,6697
"19","0_to_4",45.4,769
