age,value,rate
0_to_4,429,530.7
5_to_9,414,370.9
10_to_14,667,744.6
15_to_19,2950,3348.2
20_to_24,3636,4376.5
25_to_29,3138,3266.7
30_to_34,2837,2789.1
35_to_39,2709,2801.8
40_to_44,2637,2820.2
45_to_49,2939,3421.7
50_to_54,3276,3208.9
55_to_59,2891,2554.2
60_to_64,1808,1827.1
65_to_69,978,1045.1
70_to_74,884,954.1
75_to_79,889,1321.3
80_to_84,999,1995.3
85_to_89,1049,3229.5
90+,1147,5507.8
