"","age","rate","value"
"1","70_to_74",1432,19048
"2","20_to_24",3591.9,57029
"3","75_to_79",1841.2,16584
"4","15_to_19",2689.9,46252
"5","45_to_49",2408.4,40947
"6","40_to_44",2105.9,38940
"7","85_to_89",3721.5,13057
"8","35_to_39",2230.5,42392
"9","60_to_64",2042.1,31188
"10","5_to_9",613.1,11095
"11","10_to_14",1063.9,19283
"12","50_to_54",2410.2,44330
"13","0_to_4",630,10668
"14","30_to_34",2434.9,47070
"15","80_to_84",2543.5,16163
"16","90+",5364.1,8917
"17","55_to_59",2115.6,40767
"18","25_to_29",2751.5,49326
"19","65_to_69",1574.3,21297
