"","age","rate","value"
"1","0_to_4",2502.6,42374
"2","15_to_19",6550.4,112632
"3","55_to_59",6469.9,124670
"4","20_to_24",9543.6,151526
"5","5_to_9",2657.6,48093
"6","45_to_49",7948.7,135143
"7","85_to_89",8215.2,28823
"8","60_to_64",6085.6,92942
"9","75_to_79",4301.6,38745
"10","10_to_14",4080.5,73957
"11","90+",12258,20377
"12","25_to_29",8938.6,160245
"13","30_to_34",8309.7,160636
"14","50_to_54",7557.5,139005
"15","40_to_44",7380.5,136473
"16","65_to_69",4336.8,58668
"17","35_to_39",7830.4,148821
"18","80_to_84",5526.9,35121
"19","70_to_74",3624.1,48206
