"","age","rate","value"
"1","25_to_29",557.4,9993
"2","80_to_84",1480.5,9408
"3","75_to_79",910.4,8200
"4","15_to_19",264.4,4546
"5","60_to_64",565.1,8631
"6","50_to_54",572.4,10528
"7","30_to_34",528.7,10220
"8","70_to_74",565.8,7526
"9","55_to_59",530.4,10221
"10","45_to_49",577,9810
"11","65_to_69",517.9,7006
"12","40_to_44",484.4,8958
"13","20_to_24",523,8303
"14","85_to_89",2340.3,8211
"15","0_to_4",98.7,1672
"16","35_to_39",486.6,9249
"17","5_to_9",104.3,1887
"18","90+",3601.5,5987
"19","10_to_14",115.8,2099
