"","age","rate","value"
"1","10_to_14",344.5,5946
"2","55_to_59",1067.3,21138
"3","35_to_39",1142,21783
"4","75_to_79",833.8,8671
"5","15_to_19",1844.2,30148
"6","40_to_44",1110.2,20923
"7","0_to_4",243.3,3908
"8","45_to_49",1325.2,22715
"9","50_to_54",1293.8,24278
"10","5_to_9",196.2,3651
"11","65_to_69",582.6,8413
"12","70_to_74",544.3,7888
"13","90+",3954.3,13881
"14","25_to_29",1611.5,27317
"15","30_to_34",1321.4,24687
"16","85_to_89",2334.3,12347
"17","80_to_84",1366.1,10990
"18","60_to_64",900.7,14272
"19","20_to_24",2171.1,32621
