"","age","rate","value"
"1","70_to_74",479.5,6378
"2","60_to_64",433.7,6623
"3","15_to_19",59.8,1028
"4","40_to_44",291.6,5392
"5","35_to_39",266.1,5057
"6","55_to_59",389.8,7511
"7","0_to_4",27.7,469
"8","30_to_34",275.3,5322
"9","10_to_14",31.7,574
"10","65_to_69",409.2,5535
"11","5_to_9",28.8,521
"12","80_to_84",1313.7,8348
"13","90+",3253.2,5408
"14","20_to_24",171.8,2728
"15","85_to_89",2116.6,7426
"16","45_to_49",386.2,6566
"17","75_to_79",803.6,7238
"18","50_to_54",407.7,7498
"19","25_to_29",268.6,4815
