"","age","rate","value"
"1","45_to_49",8831.9,151388
"2","80_to_84",5044,40577
"3","0_to_4",2363.1,37962
"4","35_to_39",8725.2,166424
"5","10_to_14",3891,67149
"6","25_to_29",10968.6,185934
"7","55_to_59",6852.9,135723
"8","65_to_69",3713,53614
"9","30_to_34",9695.5,181139
"10","85_to_89",7896.2,41765
"11","50_to_54",8339.4,156491
"12","20_to_24",12003.3,180351
"13","60_to_64",5872.9,93062
"14","90+",13324.4,46774
"15","15_to_19",7849.1,128316
"16","75_to_79",3696.9,38447
"17","70_to_74",3062.7,44384
"18","40_to_44",8100,152647
"19","5_to_9",2227,41446
