"","age","rate","value"
"1","90+",10079.2,16755
"2","50_to_54",5954.8,109527
"3","0_to_4",1788.4,30282
"4","20_to_24",7743.4,122944
"5","65_to_69",3482,47105
"6","85_to_89",6808.9,23889
"7","25_to_29",7070.8,126760
"8","15_to_19",5434.5,93444
"9","45_to_49",6250.7,106274
"10","75_to_79",3552.8,32000
"11","5_to_9",1957.8,35429
"12","40_to_44",5699.2,105384
"13","30_to_34",6393.5,123594
"14","35_to_39",5973.6,113532
"15","70_to_74",2977.9,39610
"16","60_to_64",4793,73201
"17","55_to_59",5093.3,98144
"18","80_to_84",4626.6,29400
"19","10_to_14",3174,57528
