age,value,rate
0_to_4,135,167
5_to_9,124,111.1
10_to_14,175,195.4
15_to_19,768,871.7
20_to_24,1449,1744.1
25_to_29,1414,1472
30_to_34,1279,1257.4
35_to_39,1251,1293.9
40_to_44,1256,1343.2
45_to_49,1452,1690.5
50_to_54,1682,1647.5
55_to_59,1488,1314.6
60_to_64,920,929.7
65_to_69,459,490.5
70_to_74,420,453.3
75_to_79,496,737.2
80_to_84,569,1136.5
85_to_89,660,2031.9
90+,722,3467
