"","age","rate","value"
"1","70_to_74",3603.4,47930
"2","20_to_24",9442.2,149916
"3","75_to_79",4283,38577
"4","80_to_84",5503.1,34970
"5","90+",12216.5,20308
"6","85_to_89",8182.7,28709
"7","45_to_49",7851.3,133488
"8","50_to_54",7481,137598
"9","35_to_39",7716,146646
"10","55_to_59",6414.1,123595
"11","60_to_64",6043.5,92299
"12","40_to_44",7276.6,134552
"13","5_to_9",2578.3,46658
"14","0_to_4",2464.2,41725
"15","65_to_69",4311.5,58326
"16","15_to_19",6425.8,110488
"17","25_to_29",8841.9,158511
"18","10_to_14",3919.8,71045
"19","30_to_34",8207.4,158659
