"","age","rate","value"
"1","90+",3451.5,12116
"2","60_to_64",517.5,8200
"3","10_to_14",74.9,1292
"4","85_to_89",2027.9,10726
"5","65_to_69",339.1,4896
"6","40_to_44",571.4,10768
"7","20_to_24",620.8,9328
"8","5_to_9",59.8,1113
"9","35_to_39",548.8,10467
"10","75_to_79",636.8,6623
"11","50_to_54",702.4,13181
"12","30_to_34",644.2,12036
"13","25_to_29",759.3,12871
"14","55_to_59",595.8,11800
"15","45_to_49",711.6,12197
"16","0_to_4",63.2,1016
"17","80_to_84",1133.9,9122
"18","70_to_74",364.8,5286
"19","15_to_19",209.1,3418
