"","age","rate","value"
"1","40_to_44",770.3,14516
"2","65_to_69",417.3,6025
"3","45_to_49",926.7,15885
"4","80_to_84",1213.9,9765
"5","10_to_14",178.4,3078
"6","30_to_34",896.5,16749
"7","60_to_64",645.5,10229
"8","90+",3653.4,12825
"9","75_to_79",700.8,7288
"10","20_to_24",1086.4,16324
"11","25_to_29",1091.9,18509
"12","0_to_4",128.7,2067
"13","85_to_89",2142.8,11334
"14","5_to_9",122.9,2287
"15","35_to_39",777.3,14826
"16","70_to_74",420.2,6089
"17","15_to_19",521.4,8523
"18","50_to_54",908,17039
"19","55_to_59",749,14835
