"","age","rate","value"
"1","35_to_39",7668.6,145745
"2","90+",12195.5,20273
"3","80_to_84",5491.5,34896
"4","10_to_14",3849.7,69774
"5","15_to_19",6372.5,109572
"6","60_to_64",6021.2,91958
"7","50_to_54",7448.8,137005
"8","25_to_29",8798.2,157728
"9","65_to_69",4298.9,58156
"10","75_to_79",4273.3,38490
"11","30_to_34",8160.9,157760
"12","40_to_44",7231.2,133712
"13","5_to_9",2535.2,45877
"14","0_to_4",2441,41332
"15","45_to_49",7811.9,132817
"16","20_to_24",9397.8,149210
"17","85_to_89",8169.9,28664
"18","70_to_74",3594,47806
"19","55_to_59",6389.2,123115
