"","age","rate","value"
"1","25_to_29",317.4,5690
"2","90+",3422.9,5690
"3","60_to_64",469.4,7169
"4","75_to_79",847.7,7635
"5","65_to_69",440.9,5965
"6","20_to_24",216,3429
"7","15_to_19",81.8,1406
"8","50_to_54",446.4,8210
"9","30_to_34",327.8,6337
"10","85_to_89",2232,7831
"11","55_to_59",427,8228
"12","5_to_9",40.3,729
"13","45_to_49",431,7327
"14","40_to_44",332.6,6151
"15","10_to_14",47,852
"16","70_to_74",509,6771
"17","35_to_39",311.8,5925
"18","80_to_84",1395.4,8867
"19","0_to_4",39,660
