"","age","rate","value"
"1","45_to_49",4864.9,82712
"2","30_to_34",4876.5,94269
"3","60_to_64",3685.5,56286
"4","40_to_44",4400.3,81367
"5","25_to_29",5369.7,96264
"6","85_to_89",5587.3,19603
"7","35_to_39",4565,86760
"8","10_to_14",2659.5,48202
"9","15_to_19",4518.1,77686
"10","0_to_4",1373.4,23254
"11","20_to_24",6029.4,95730
"12","75_to_79",2869.1,25842
"13","70_to_74",2363.3,31436
"14","50_to_54",4610.1,84794
"15","90+",8119.9,13498
"16","80_to_84",3812.1,24224
"17","5_to_9",1556.8,28172
"18","55_to_59",3925.2,75635
"19","65_to_69",2727.5,36898
